country_code,country_name,year,gdp_per_capita_usd,internet_users_pct,electricity_access_pct,life_expectancy_years,urban_population_pct,trade_pct_gdp,unemployment_pct,inflation_pct,population_total,fdi_pct_gdp,education_spend_pct_gdp,region,income_level,lending_type
AUT,Austria,2018,51194.0749841299,87.4791372262556,100.0,81.6926829268293,68.1046787227623,108.377969971828,4.933,1.99837981429548,8840521.0,-6.15119207172195,5.25437021255493,Europe & Central Asia,High income,Not classified
AUT,Austria,2019,49885.9947355204,87.7522047870069,100.0,81.8951219512195,68.3176044750522,108.207284904426,4.56,1.53089564152643,8879920.0,-2.85255617561831,5.23678016662598,Europe & Central Asia,High income,Not classified
AUT,Austria,2020,48716.4098900349,87.52942813,100.0,81.1926829268293,68.5410177924001,99.9482141095975,5.201,1.38191063351853,8916864.0,-2.76332070661681,5.57961988449097,Europe & Central Asia,High income,Not classified
AUT,Austria,2021,53648.6437976214,92.52915104,100.0,81.190243902439,68.773601700253,111.032932124165,6.459,2.7666666666667,8955797.0,3.95409878611296,5.48071002960205,Europe & Central Asia,High income,Not classified
AUT,Austria,2022,52336.7725223758,93.61409139,100.0,81.2951219512195,68.998085127906,123.579578652902,4.992,8.54686993188457,9041851.0,3.0221599256451,5.27749013900757,Europe & Central Asia,High income,Not classified
AUT,Austria,2023,56579.504175468,95.33467117,100.0,81.7926829268293,69.2265358276021,115.152914822732,5.264,7.81413417002831,9131761.0,0.566112370322707,,Europe & Central Asia,High income,Not classified
AZE,Azerbaijan,2015,5500.50364628486,77.0,100.0,72.349,55.1570486328276,72.6015079073189,4.96,4.02768573742725,9649341.0,7.62606837682972,2.95167994499206,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2016,3880.6852276838,78.2,100.0,72.568,55.7574797205266,90.0773187345677,5.0,12.4433748584372,9757812.0,11.8828171505465,2.90340995788574,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2017,4147.1981423222,79.0,100.0,72.694,56.4331887124691,90.4023156823216,5.0,12.9359184187334,9854033.0,7.01669598350389,2.4738199710846,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2018,4739.7943123408,79.7999954887896,100.0,73.016,57.1841534654123,91.6725765369825,4.9,2.26854690373999,9939771.0,2.97797589143235,2.45543003082275,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2019,4805.75371765917,81.0999990651547,100.0,73.29,58.1308191977779,85.8181454084561,5.0,2.61057182799215,10024283.0,3.12183056112494,3.1764600276947,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2020,4229.91064904503,84.59999573,100.0,70.312,58.2934691761937,72.0178676487811,7.24,2.75980947008127,10093121.0,1.18790387182911,4.33204984664917,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2021,5408.04535175023,85.99998954,100.0,70.999,58.3659969744818,76.286865687015,6.04,6.65029912708778,10137750.0,-3.11473447263613,3.7020800113678,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2022,7770.594223351,88.0,100.0,74.125,58.4382815854684,86.9822732541779,5.65,13.8522590144267,10141756.0,-5.67773710614177,3.04689002037048,Europe & Central Asia,Upper middle income,IBRD
AZE,Azerbaijan,2023,7133.02838048328,89.0,100.0,74.429,58.5075350483702,83.5358861156321,5.64,8.7854304984908,10153958.0,0.349083720733803,3.66036009788513,Europe & Central Asia,Upper middle income,IBRD
BHS,"Bahamas, The",2015,30719.405417469,78.0,100.0,73.805,82.2568571432361,69.6779752652565,12.0,1.86148302863371,385346.0,0.642663417838075,2.2723175918231,Latin America & Caribbean,High income,Not classified
BHS,"Bahamas, The",2016,30616.5363157284,80.0,100.0,74.042,82.1784378570728,67.212921580015,12.7,-0.346376929989396,388055.0,3.28594665732394,2.58786212973921,Latin America & Caribbean,High income,Not classified
BHS,"Bahamas, The",2017,31875.4881749619,80.59999847,100.0,74.031,82.0814018736052,68.334284038596,9.8,1.51820700736147,390485.0,2.4470958481014,2.69510162053495,Latin America & Caribbean,High income,Not classified
BHS,"Bahamas, The",2018,32642.3353203452,83.0,100.0,74.062,81.9643158212241,72.1542685971043,10.0,2.26586346678735,392717.0,3.83334911094036,2.49264112462151,Latin America & Caribbean,High income,Not classified
BHS,"Bahamas, The",2019,33640.3369861278,90.69329834,100.0,71.408,81.8257463283204,68.7866234842208,9.336,2.49123527368045,394675.0,3.63206527371394,2.62573176503127,Latin America & Caribbean,High income,Not classified
BHS,"Bahamas, The",2020,26178.7537607708,92.4437027,100.0,72.994,81.6642600232849,53.4207580670063,12.016,0.0385210980054557,395863.0,4.19368341635396,3.7125229961238,Latin America & Caribbean,High income,Not classified
BHS,"Bahamas, The",2021,30367.8605757708,92.34980011,100.0,70.752,81.4784235345083,65.9325413308964,11.078,2.90491262928478,396373.0,3.18239411083404,3.04890655208507,Latin America & Caribbean,High income,Not classified
